Order	Model	Interval	Threshold	Precision	Recall	Auc	Auc >= 0.70
sorted	voter	395	0.7	0.43859649122807015	0.5	0.5	NO
sorted	voter	395	0.8	0.43859649122807015	0.5	0.5	NO
sorted	voter	395	0.9	0.43859649122807015	0.5	0.5	NO
sorted	deffuant_p	395	0.05	0.5813953488372093	0.64	0.64	NO
sorted	deffuant_p	395	0.1	0.5972222222222222	0.71	0.71	YES
sorted	deffuant_p	395	0.2	0.6060606060606061	0.74	0.74	YES
sorted	deffuant_p	395	0.3	0.5814814814814815	0.6885714285714286	0.6885714285714286	NO
sorted	deffuant_p	395	0.4	0.5504926108374384	0.6171428571428572	0.6171428571428572	NO
sorted	deffuant_p	395	0.5	0.5638957816377171	0.6471428571428571	0.6471428571428572	NO
sorted	deffuant_p	395	0.6	0.56875	0.6571428571428571	0.6571428571428573	NO
sorted	deffuant_p	395	0.7	0.5158730158730158	0.5342857142857143	0.5342857142857144	NO
sorted	deffuant_p	395	0.8	0.4868421052631579	0.47285714285714286	0.47285714285714275	NO
sorted	deffuant_p	395	0.9	0.4963235294117647	0.4928571428571428	0.49285714285714277	NO
sorted	hk_0.50_p	395	0.05	0.488961038961039	0.4757142857142857	0.47571428571428565	NO
sorted	hk_0.50_p	395	0.1	0.533125	0.5757142857142856	0.5757142857142857	NO
sorted	hk_0.50_p	395	0.2	0.5063938618925831	0.5142857142857142	0.5142857142857142	NO
sorted	hk_0.50_p	395	0.3	0.5209459459459459	0.5442857142857143	0.5442857142857143	NO
sorted	hk_0.50_p	395	0.4	0.532051282051282	0.5642857142857143	0.5642857142857143	NO
sorted	hk_0.50_p	395	0.5	0.532051282051282	0.5642857142857143	0.5642857142857143	NO
sorted	hk_0.50_p	395	0.6	0.532051282051282	0.5642857142857143	0.5642857142857143	NO
sorted	hk_0.50_p	395	0.7	0.538235294117647	0.5742857142857143	0.5742857142857143	NO
sorted	hk_0.50_p	395	0.8	0.538235294117647	0.5742857142857143	0.5742857142857143	NO
sorted	hk_0.50_p	395	0.9	0.5449695121951219	0.5842857142857143	0.5842857142857143	NO
sorted	hk_1.0_p	395	0.05	0.5833333333333334	0.65	0.65	NO
sorted	hk_1.0_p	395	0.1	0.6	0.72	0.72	YES
sorted	hk_1.0_p	395	0.2	0.609375	0.75	0.75	YES
sorted	hk_1.0_p	395	0.3	0.5855911330049262	0.6985714285714286	0.6985714285714286	NO
sorted	hk_1.0_p	395	0.4	0.5548029556650246	0.6271428571428572	0.6271428571428572	NO
sorted	hk_1.0_p	395	0.5	0.5240740740740741	0.5557142857142857	0.5557142857142857	NO
sorted	hk_1.0_p	395	0.6	0.5285359801488834	0.5657142857142857	0.5657142857142857	NO
sorted	hk_1.0_p	395	0.7	0.511038961038961	0.5242857142857142	0.5242857142857142	NO
sorted	hk_1.0_p	395	0.8	0.5209459459459459	0.5442857142857143	0.5442857142857143	NO
sorted	hk_1.0_p	395	0.9	0.5209459459459459	0.5442857142857143	0.5442857142857143	NO
sorted	voter	100	0.05	0.611111111111111	0.5514285714285714	0.5514285714285714	NO
sorted	voter	100	0.1	0.611111111111111	0.5514285714285714	0.5514285714285714	NO
sorted	voter	100	0.2	0.611111111111111	0.5514285714285714	0.5514285714285714	NO
sorted	voter	100	0.3	0.611111111111111	0.5514285714285714	0.5514285714285714	NO
sorted	voter	100	0.4	0.611111111111111	0.5514285714285714	0.5514285714285714	NO
sorted	voter	100	0.5	0.611111111111111	0.5514285714285714	0.5514285714285714	NO
sorted	voter	100	0.6	0.611111111111111	0.5514285714285714	0.5514285714285714	NO
sorted	voter	100	0.7	0.611111111111111	0.5514285714285714	0.5514285714285714	NO
sorted	voter	100	0.8	0.611111111111111	0.5514285714285714	0.5514285714285714	NO
sorted	voter	100	0.9	0.611111111111111	0.5514285714285714	0.5514285714285714	NO
sorted	deffuant_p	100	0.05	0.5012755102040816	0.5014285714285714	0.5014285714285713	NO
sorted	deffuant_p	100	0.1	0.5012755102040816	0.5014285714285714	0.5014285714285713	NO
sorted	deffuant_p	100	0.2	0.5012755102040816	0.5014285714285714	0.5014285714285713	NO
sorted	deffuant_p	100	0.3	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	deffuant_p	100	0.4	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	deffuant_p	100	0.5	0.5423076923076923	0.5314285714285715	0.5314285714285714	NO
sorted	deffuant_p	100	0.6	0.5423076923076923	0.5314285714285715	0.5314285714285714	NO
sorted	deffuant_p	100	0.7	0.5423076923076923	0.5314285714285715	0.5314285714285714	NO
sorted	deffuant_p	100	0.8	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	deffuant_p	100	0.9	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	hk_0.50_p	100	0.05	0.5012755102040816	0.5014285714285714	0.5014285714285713	NO
sorted	hk_0.50_p	100	0.1	0.5012755102040816	0.5014285714285714	0.5014285714285713	NO
sorted	hk_0.50_p	100	0.2	0.5012755102040816	0.5014285714285714	0.5014285714285713	NO
sorted	hk_0.50_p	100	0.3	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_0.50_p	100	0.4	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_0.50_p	100	0.5	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_0.50_p	100	0.6	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_0.50_p	100	0.7	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_0.50_p	100	0.8	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_0.50_p	100	0.9	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_1.0_p	100	0.05	0.5012755102040816	0.5014285714285714	0.5014285714285713	NO
sorted	hk_1.0_p	100	0.1	0.5012755102040816	0.5014285714285714	0.5014285714285713	NO
sorted	hk_1.0_p	100	0.2	0.5012755102040816	0.5014285714285714	0.5014285714285713	NO
sorted	hk_1.0_p	100	0.3	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_1.0_p	100	0.4	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_1.0_p	100	0.5	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_1.0_p	100	0.6	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_1.0_p	100	0.7	0.5423076923076923	0.5314285714285715	0.5314285714285714	NO
sorted	hk_1.0_p	100	0.8	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	hk_1.0_p	100	0.9	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	voter	150	0.05	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	150	0.1	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	150	0.2	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	150	0.3	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	150	0.4	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	150	0.5	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	150	0.6	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	150	0.7	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	150	0.8	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	150	0.9	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	deffuant_p	150	0.05	0.48023715415019763	0.4714285714285714	0.4714285714285714	NO
sorted	deffuant_p	150	0.1	0.5012755102040816	0.5014285714285714	0.5014285714285713	NO
sorted	deffuant_p	150	0.2	0.5012755102040816	0.5014285714285714	0.5014285714285713	NO
sorted	deffuant_p	150	0.3	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	deffuant_p	150	0.4	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	deffuant_p	150	0.5	0.5423076923076923	0.5314285714285715	0.5314285714285714	NO
sorted	deffuant_p	150	0.6	0.5423076923076923	0.5314285714285715	0.5314285714285714	NO
sorted	deffuant_p	150	0.7	0.5423076923076923	0.5314285714285715	0.5314285714285714	NO
sorted	deffuant_p	150	0.8	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	deffuant_p	150	0.9	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	hk_0.50_p	150	0.05	0.48023715415019763	0.4714285714285714	0.4714285714285714	NO
sorted	hk_0.50_p	150	0.1	0.5012755102040816	0.5014285714285714	0.5014285714285713	NO
sorted	hk_0.50_p	150	0.2	0.5012755102040816	0.5014285714285714	0.5014285714285713	NO
sorted	hk_0.50_p	150	0.3	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_0.50_p	150	0.4	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_0.50_p	150	0.5	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_0.50_p	150	0.6	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_0.50_p	150	0.7	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_0.50_p	150	0.8	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_0.50_p	150	0.9	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_1.0_p	150	0.05	0.48023715415019763	0.4714285714285714	0.4714285714285714	NO
sorted	hk_1.0_p	150	0.1	0.5012755102040816	0.5014285714285714	0.5014285714285713	NO
sorted	hk_1.0_p	150	0.2	0.5012755102040816	0.5014285714285714	0.5014285714285713	NO
sorted	hk_1.0_p	150	0.3	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_1.0_p	150	0.4	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_1.0_p	150	0.5	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_1.0_p	150	0.6	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_1.0_p	150	0.7	0.5423076923076923	0.5314285714285715	0.5314285714285714	NO
sorted	hk_1.0_p	150	0.8	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	hk_1.0_p	150	0.9	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	voter	50	0.05	0.611111111111111	0.5514285714285714	0.5514285714285714	NO
sorted	voter	50	0.1	0.611111111111111	0.5514285714285714	0.5514285714285714	NO
sorted	voter	50	0.2	0.611111111111111	0.5514285714285714	0.5514285714285714	NO
sorted	voter	50	0.3	0.611111111111111	0.5514285714285714	0.5514285714285714	NO
sorted	voter	50	0.4	0.611111111111111	0.5514285714285714	0.5514285714285714	NO
sorted	voter	50	0.5	0.611111111111111	0.5514285714285714	0.5514285714285714	NO
sorted	voter	50	0.6	0.611111111111111	0.5514285714285714	0.5514285714285714	NO
sorted	voter	50	0.7	0.611111111111111	0.5514285714285714	0.5514285714285714	NO
sorted	voter	50	0.8	0.611111111111111	0.5514285714285714	0.5514285714285714	NO
sorted	voter	50	0.9	0.611111111111111	0.5514285714285714	0.5514285714285714	NO
sorted	deffuant_p	50	0.05	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	deffuant_p	50	0.1	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	deffuant_p	50	0.2	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	deffuant_p	50	0.3	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	deffuant_p	50	0.4	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	deffuant_p	50	0.5	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	deffuant_p	50	0.6	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	deffuant_p	50	0.7	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	deffuant_p	50	0.8	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	deffuant_p	50	0.9	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	hk_0.50_p	50	0.05	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_0.50_p	50	0.1	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_0.50_p	50	0.2	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_0.50_p	50	0.3	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	hk_0.50_p	50	0.4	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	hk_0.50_p	50	0.5	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	hk_0.50_p	50	0.6	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	hk_0.50_p	50	0.7	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	hk_0.50_p	50	0.8	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	hk_0.50_p	50	0.9	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	hk_1.0_p	50	0.05	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_1.0_p	50	0.1	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_1.0_p	50	0.2	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_1.0_p	50	0.3	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	hk_1.0_p	50	0.4	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	hk_1.0_p	50	0.5	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	hk_1.0_p	50	0.6	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	hk_1.0_p	50	0.7	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	hk_1.0_p	50	0.8	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	hk_1.0_p	50	0.9	0.5683962264150944	0.5414285714285714	0.5414285714285714	NO
sorted	voter	200	0.05	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	200	0.1	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	200	0.2	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	200	0.3	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	200	0.4	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	200	0.5	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	200	0.6	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	200	0.7	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	200	0.8	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	200	0.9	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	deffuant_p	200	0.05	0.47500000000000003	0.4614285714285714	0.46142857142857147	NO
sorted	deffuant_p	200	0.1	0.48617021276595745	0.48142857142857143	0.48142857142857143	NO
sorted	deffuant_p	200	0.2	0.4930555555555556	0.49142857142857144	0.49142857142857144	NO
sorted	deffuant_p	200	0.3	0.5114285714285715	0.5114285714285715	0.5114285714285713	NO
sorted	deffuant_p	200	0.4	0.5114285714285715	0.5114285714285715	0.5114285714285713	NO
sorted	deffuant_p	200	0.5	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	deffuant_p	200	0.6	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	deffuant_p	200	0.7	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	deffuant_p	200	0.8	0.5423076923076923	0.5314285714285715	0.5314285714285714	NO
sorted	deffuant_p	200	0.9	0.5423076923076923	0.5314285714285715	0.5314285714285714	NO
sorted	hk_0.50_p	200	0.05	0.47500000000000003	0.4614285714285714	0.46142857142857147	NO
sorted	hk_0.50_p	200	0.1	0.4930555555555556	0.49142857142857144	0.49142857142857144	NO
sorted	hk_0.50_p	200	0.2	0.4930555555555556	0.49142857142857144	0.49142857142857144	NO
sorted	hk_0.50_p	200	0.3	0.5114285714285715	0.5114285714285715	0.5114285714285713	NO
sorted	hk_0.50_p	200	0.4	0.5114285714285715	0.5114285714285715	0.5114285714285713	NO
sorted	hk_0.50_p	200	0.5	0.5114285714285715	0.5114285714285715	0.5114285714285713	NO
sorted	hk_0.50_p	200	0.6	0.5114285714285715	0.5114285714285715	0.5114285714285713	NO
sorted	hk_0.50_p	200	0.7	0.5114285714285715	0.5114285714285715	0.5114285714285713	NO
sorted	hk_0.50_p	200	0.8	0.5114285714285715	0.5114285714285715	0.5114285714285713	NO
sorted	hk_0.50_p	200	0.9	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_1.0_p	200	0.05	0.47500000000000003	0.4614285714285714	0.46142857142857147	NO
sorted	hk_1.0_p	200	0.1	0.48617021276595745	0.48142857142857143	0.48142857142857143	NO
sorted	hk_1.0_p	200	0.2	0.4930555555555556	0.49142857142857144	0.49142857142857144	NO
sorted	hk_1.0_p	200	0.3	0.5114285714285715	0.5114285714285715	0.5114285714285713	NO
sorted	hk_1.0_p	200	0.4	0.5114285714285715	0.5114285714285715	0.5114285714285713	NO
sorted	hk_1.0_p	200	0.5	0.5114285714285715	0.5114285714285715	0.5114285714285713	NO
sorted	hk_1.0_p	200	0.6	0.5114285714285715	0.5114285714285715	0.5114285714285713	NO
sorted	hk_1.0_p	200	0.7	0.5245098039215687	0.5214285714285715	0.5214285714285714	NO
sorted	hk_1.0_p	200	0.8	0.5423076923076923	0.5314285714285715	0.5314285714285714	NO
sorted	hk_1.0_p	200	0.9	0.5423076923076923	0.5314285714285715	0.5314285714285714	NO
sorted	voter	350	0.05	0.9464285714285714	0.5714285714285714	0.5714285714285714	NO
sorted	voter	350	0.1	0.9464285714285714	0.5714285714285714	0.5714285714285714	NO
sorted	voter	350	0.2	0.9464285714285714	0.5714285714285714	0.5714285714285714	NO
sorted	voter	350	0.3	0.9464285714285714	0.5714285714285714	0.5714285714285714	NO
sorted	voter	350	0.4	0.9464285714285714	0.5714285714285714	0.5714285714285714	NO
sorted	voter	350	0.5	0.9464285714285714	0.5714285714285714	0.5714285714285714	NO
sorted	voter	350	0.6	0.9464285714285714	0.5714285714285714	0.5714285714285714	NO
sorted	voter	350	0.7	0.9464285714285714	0.5714285714285714	0.5714285714285714	NO
sorted	voter	350	0.8	0.9464285714285714	0.5714285714285714	0.5714285714285714	NO
sorted	voter	350	0.9	0.9464285714285714	0.5714285714285714	0.5714285714285714	NO
sorted	deffuant_p	350	0.05	0.5218253968253969	0.5471428571428572	0.5471428571428572	NO
sorted	deffuant_p	350	0.1	0.5462962962962963	0.6071428571428572	0.6071428571428572	NO
sorted	deffuant_p	350	0.2	0.5592592592592592	0.6371428571428572	0.6371428571428572	NO
sorted	deffuant_p	350	0.3	0.56875	0.6571428571428571	0.6571428571428573	NO
sorted	deffuant_p	350	0.4	0.5378787878787878	0.5857142857142856	0.5857142857142857	NO
sorted	deffuant_p	350	0.5	0.5428388746803069	0.5957142857142856	0.5957142857142858	NO
sorted	deffuant_p	350	0.6	0.548051948051948	0.6057142857142856	0.6057142857142858	NO
sorted	deffuant_p	350	0.7	0.4914529914529915	0.4828571428571429	0.48285714285714276	NO
sorted	deffuant_p	350	0.8	0.4963235294117647	0.4928571428571428	0.49285714285714277	NO
sorted	deffuant_p	350	0.9	0.5015243902439024	0.5028571428571429	0.5028571428571428	NO
sorted	hk_0.50_p	350	0.05	0.466875	0.42428571428571427	0.4242857142857143	NO
sorted	hk_0.50_p	350	0.1	0.5018939393939394	0.5042857142857142	0.5042857142857143	NO
sorted	hk_0.50_p	350	0.2	0.5063938618925831	0.5142857142857142	0.5142857142857142	NO
sorted	hk_0.50_p	350	0.3	0.5209459459459459	0.5442857142857143	0.5442857142857143	NO
sorted	hk_0.50_p	350	0.4	0.532051282051282	0.5642857142857143	0.5642857142857143	NO
sorted	hk_0.50_p	350	0.5	0.532051282051282	0.5642857142857143	0.5642857142857143	NO
sorted	hk_0.50_p	350	0.6	0.532051282051282	0.5642857142857143	0.5642857142857143	NO
sorted	hk_0.50_p	350	0.7	0.538235294117647	0.5742857142857143	0.5742857142857143	NO
sorted	hk_0.50_p	350	0.8	0.538235294117647	0.5742857142857143	0.5742857142857143	NO
sorted	hk_0.50_p	350	0.9	0.5449695121951219	0.5842857142857143	0.5842857142857143	NO
sorted	hk_1.0_p	350	0.05	0.525974025974026	0.5571428571428572	0.5571428571428572	NO
sorted	hk_1.0_p	350	0.1	0.5504926108374384	0.6171428571428572	0.6171428571428572	NO
sorted	hk_1.0_p	350	0.2	0.5638957816377171	0.6471428571428571	0.6471428571428572	NO
sorted	hk_1.0_p	350	0.3	0.5738636363636364	0.6671428571428571	0.6671428571428573	NO
sorted	hk_1.0_p	350	0.4	0.5428388746803069	0.5957142857142856	0.5957142857142858	NO
sorted	hk_1.0_p	350	0.5	0.511038961038961	0.5242857142857142	0.5242857142857142	NO
sorted	hk_1.0_p	350	0.6	0.511038961038961	0.5242857142857142	0.5242857142857142	NO
sorted	hk_1.0_p	350	0.7	0.4914529914529915	0.4828571428571429	0.48285714285714276	NO
sorted	hk_1.0_p	350	0.8	0.4963235294117647	0.4928571428571428	0.49285714285714277	NO
sorted	hk_1.0_p	350	0.9	0.4963235294117647	0.4928571428571428	0.49285714285714277	NO
sorted	voter	250	0.05	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	250	0.1	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	250	0.2	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	250	0.3	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	250	0.4	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	250	0.5	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	250	0.6	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	250	0.7	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	250	0.8	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	250	0.9	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	deffuant_p	250	0.05	0.45441176470588235	0.4114285714285715	0.41142857142857137	NO
sorted	deffuant_p	250	0.1	0.4702797202797203	0.4514285714285714	0.4514285714285714	NO
sorted	deffuant_p	250	0.2	0.48023715415019763	0.4714285714285714	0.4714285714285714	NO
sorted	deffuant_p	250	0.3	0.4930555555555556	0.49142857142857144	0.49142857142857144	NO
sorted	deffuant_p	250	0.4	0.4930555555555556	0.49142857142857144	0.49142857142857144	NO
sorted	deffuant_p	250	0.5	0.5012755102040816	0.5014285714285714	0.5014285714285713	NO
sorted	deffuant_p	250	0.6	0.5012755102040816	0.5014285714285714	0.5014285714285713	NO
sorted	deffuant_p	250	0.7	0.5012755102040816	0.5014285714285714	0.5014285714285713	NO
sorted	deffuant_p	250	0.8	0.5114285714285715	0.5114285714285715	0.5114285714285713	NO
sorted	deffuant_p	250	0.9	0.5114285714285715	0.5114285714285715	0.5114285714285713	NO
sorted	hk_0.50_p	250	0.05	0.4580792682926829	0.4214285714285714	0.4214285714285714	NO
sorted	hk_0.50_p	250	0.1	0.48023715415019763	0.4714285714285714	0.4714285714285714	NO
sorted	hk_0.50_p	250	0.2	0.48023715415019763	0.4714285714285714	0.4714285714285714	NO
sorted	hk_0.50_p	250	0.3	0.4930555555555556	0.49142857142857144	0.49142857142857144	NO
sorted	hk_0.50_p	250	0.4	0.4930555555555556	0.49142857142857144	0.49142857142857144	NO
sorted	hk_0.50_p	250	0.5	0.4930555555555556	0.49142857142857144	0.49142857142857144	NO
sorted	hk_0.50_p	250	0.6	0.4930555555555556	0.49142857142857144	0.49142857142857144	NO
sorted	hk_0.50_p	250	0.7	0.4930555555555556	0.49142857142857144	0.49142857142857144	NO
sorted	hk_0.50_p	250	0.8	0.4930555555555556	0.49142857142857144	0.49142857142857144	NO
sorted	hk_0.50_p	250	0.9	0.5012755102040816	0.5014285714285714	0.5014285714285713	NO
sorted	hk_1.0_p	250	0.05	0.45441176470588235	0.4114285714285715	0.41142857142857137	NO
sorted	hk_1.0_p	250	0.1	0.4702797202797203	0.4514285714285714	0.4514285714285714	NO
sorted	hk_1.0_p	250	0.2	0.48023715415019763	0.4714285714285714	0.4714285714285714	NO
sorted	hk_1.0_p	250	0.3	0.4930555555555556	0.49142857142857144	0.49142857142857144	NO
sorted	hk_1.0_p	250	0.4	0.4930555555555556	0.49142857142857144	0.49142857142857144	NO
sorted	hk_1.0_p	250	0.5	0.4930555555555556	0.49142857142857144	0.49142857142857144	NO
sorted	hk_1.0_p	250	0.6	0.4930555555555556	0.49142857142857144	0.49142857142857144	NO
sorted	hk_1.0_p	250	0.7	0.5012755102040816	0.5014285714285714	0.5014285714285713	NO
sorted	hk_1.0_p	250	0.8	0.5114285714285715	0.5114285714285715	0.5114285714285713	NO
sorted	hk_1.0_p	250	0.9	0.5114285714285715	0.5114285714285715	0.5114285714285713	NO
sorted	voter	300	0.05	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	300	0.1	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	300	0.2	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	300	0.3	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	300	0.4	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	300	0.5	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	300	0.6	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	300	0.7	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	300	0.8	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	voter	300	0.9	0.6954545454545454	0.5614285714285714	0.5614285714285714	NO
sorted	deffuant_p	300	0.05	0.5285359801488834	0.5657142857142857	0.5657142857142857	NO
sorted	deffuant_p	300	0.1	0.5594594594594595	0.6257142857142857	0.6257142857142857	NO
sorted	deffuant_p	300	0.2	0.5726495726495726	0.6457142857142857	0.6457142857142857	NO
sorted	deffuant_p	300	0.3	0.5884146341463414	0.6657142857142857	0.6657142857142857	NO
sorted	deffuant_p	300	0.4	0.5523809523809524	0.5942857142857143	0.5942857142857143	NO
sorted	deffuant_p	300	0.5	0.5606312292358804	0.6042857142857143	0.6042857142857143	NO
sorted	deffuant_p	300	0.6	0.5606312292358804	0.6042857142857143	0.6042857142857143	NO
sorted	deffuant_p	300	0.7	0.5201048951048951	0.5328571428571429	0.5328571428571429	NO
sorted	deffuant_p	300	0.8	0.5277777777777778	0.5428571428571429	0.5428571428571428	NO
sorted	deffuant_p	300	0.9	0.5277777777777778	0.5428571428571429	0.5428571428571428	NO
sorted	hk_0.50_p	300	0.05	0.5018939393939394	0.5042857142857142	0.5042857142857143	NO
sorted	hk_0.50_p	300	0.1	0.538235294117647	0.5742857142857143	0.5742857142857143	NO
sorted	hk_0.50_p	300	0.2	0.538235294117647	0.5742857142857143	0.5742857142857143	NO
sorted	hk_0.50_p	300	0.3	0.5523809523809524	0.5942857142857143	0.5942857142857143	NO
sorted	hk_0.50_p	300	0.4	0.5523809523809524	0.5942857142857143	0.5942857142857143	NO
sorted	hk_0.50_p	300	0.5	0.5523809523809524	0.5942857142857143	0.5942857142857143	NO
sorted	hk_0.50_p	300	0.6	0.5523809523809524	0.5942857142857143	0.5942857142857143	NO
