user_id	initial_state	final_state
709690251422404608	1	0
2858665159	0	0
2257115702	0	0
2812745721	0	0
2355244596	0	0
723251650174017536	0	0
275896693	0	0
734516370600251393	0	0
735228732596707333	0	0
723251262398054400	0	0
761452525	0	0
1428245454	0	0
712736810661765120	0	0
2772695072	0	0
1833919200	0	0
278315777	0	0
361544166	0	0
270068926	1	0
25377285	0	0
27320992	0	0
3273997009	0	0
16146535	0	0
4606946533	0	0
39606118	0	0
480900509	0	0
2723153944	0	0
2730345168	0	0
704060092065423361	0	0
612057704	0	0
19088288	0	0
191463695	0	0
299220494	0	0
23636341	0	0
2359028480	0	0
712948758	0	0
3265559538	0	0
455996058	0	0
200583835	0	0
36143907	0	0
17687565	0	0
107794703	0	0
708309848	0	0
1090999268	0	0
197838315	0	0
607039851	0	0
87475277	0	0
2723444222	0	0
1187127126	0	0
3883218203	0	0
3148931612	0	0
3415552415	0	0
1142469860	0	0
3050052781	0	0
2964038584	0	0
2792749508	1	0
845649349	0	0
1550404806	0	0
